	set	iteration	count	mcd_mean	mcd_std	mcd_min	mcd_25%	mcd_50%	mcd_75%	mcd_max	pen_mean	pen_std	pen_min	pen_25%	pen_50%	pen_75%	pen_max
37	rand_6h_3	80000	223.0	53.0045907559412	2.5891434290710413	43.22238277998138	51.263947521369914	53.42954170477597	54.75966945142386	58.77578820575124	0.34672611648594875	0.05113474359709649	0.2608111341586036	0.3136421625100948	0.33944266509602466	0.36315865357171995	0.6204462321425277
38	rand_6h_3	90000	223.0	52.41596639403917	2.7208751314145947	44.094181959962306	50.95022064129609	52.3837960660847	54.23823651084861	59.048003035009195	0.338626636253628	0.044014381065591246	0.23479636717613736	0.3131263504656923	0.33240871961756296	0.360753359831708	0.5145695467353433
39	rand_6h_3	100000	223.0	51.787689523086094	2.7786701333326236	41.02505658481209	50.43346472896748	51.813229240160915	53.480150581900034	58.93744701390967	0.3277737362229491	0.03847368163545049	0.21911330256517192	0.3057979754317476	0.32494552385804815	0.3469577519226221	0.49599707703073365
40	rand_6h_3	110000	223.0	51.03591318616855	2.9759349891291356	40.23564846956403	49.238649557886646	51.16477925160071	52.81151211923235	59.23323957873195	0.3241561070245069	0.03209100748176643	0.24444398874167683	0.30482710779172545	0.3216695732023755	0.3414848476596395	0.44341201311120604
41	rand_6h_3	120000	223.0	50.495814871750724	2.96554516287282	38.88030582351969	48.95886312077378	50.586866389121816	52.46336129954575	58.69491687576333	0.3237838790234947	0.03735037613393638	0.2094458697322984	0.29561647074440855	0.32280887696234495	0.3451714488795007	0.5115231590257304
42	rand_6h_3	130000	223.0	49.80755352458942	2.9653992512454352	39.25661689977154	47.9682265369605	49.92355548704477	51.72419548322722	56.7257239637384	0.318838840370046	0.03623185127426881	0.2342090892138842	0.29444813946073256	0.3138950824377319	0.3406066713958282	0.4699042568667798
43	rand_6h_3	140000	223.0	49.14280819023992	2.9536293281098547	37.01028343869702	47.66983445528059	49.2637452086226	50.81400406029364	56.70237009840502	0.3135536443416347	0.03662530041341073	0.2072169493408622	0.2899913076336925	0.3099952874614595	0.3330013549016936	0.4686804196271237
44	rand_6h_3	150000	223.0	48.978325280760956	3.12775180504429	37.88563027599449	47.313530024507116	49.17017126506334	50.55796525321311	57.5845855379784	0.30632026490312614	0.036032841798591335	0.19739918398240738	0.2858953697111589	0.30503604999754436	0.32726798403190926	0.4759309497191268
45	greedy_6h	10000	223.0	52.48135499070502	3.436690176378449	42.59447249765333	50.13125030224538	52.61072020982787	54.935164275895474	61.673050362059236	0.5375827930080549	0.1556579625603577	0.2570344483667879	0.3972919072375085	0.5204104230217833	0.6554513114706678	0.8795113938321985
46	greedy_6h	20000	223.0	54.61987342852399	2.435371704364567	46.32348184539067	53.15616623205297	54.85646282877849	56.16749379581245	61.416441998309104	0.4138068215058361	0.09670633675435675	0.29794837549651415	0.3500932012543518	0.38391827838648523	0.45279541856878314	0.8596955377940407
47	greedy_6h	30000	223.0	52.7734123653249	2.297391589521108	45.380669422924804	51.438732444384335	52.758552493774296	54.130183585433855	58.671074277609954	0.3508361616337594	0.05403562716849374	0.2540053398100803	0.32203643879172006	0.34245584292002773	0.3634444542886829	0.742140405969738
48	greedy_6h	40000	223.0	46.18165984414687	2.669571782841958	37.282649581238	44.32762612745621	46.176317215106	47.8483337854279	52.35901877359037	0.29658316555122055	0.03348310843854335	0.2028453078105783	0.27501662790171366	0.2955438761815194	0.3155173594224775	0.42615436076774466
49	greedy_6h	50000	223.0	40.29936263149348	2.833271861138894	31.614861582204952	38.45805826965399	40.17861905436809	42.096555173062285	48.57316075947943	0.2503948282723861	0.03510278801951522	0.16324821908220166	0.22778078999851337	0.24540156081888154	0.2706015671921379	0.3648608204359696
50	greedy_6h	60000	223.0	37.391588751642225	2.8199775478201237	30.57213955639607	35.47285024198717	37.36008921076603	39.37789066533172	45.5897416952096	0.22390934272890028	0.034794669831782726	0.14844890583697212	0.19856645582734894	0.21990682801223047	0.24697338405684494	0.3387049373040752
51	greedy_6h	70000	223.0	36.36782396714407	2.9083952287963357	29.896322276394823	34.319667787546095	36.215633170279254	38.26097944718637	45.16882391870812	0.21140805462241236	0.03333877523912849	0.1538066053044068	0.18883082005095492	0.20538207393187055	0.23186898331096337	0.32879476846205735
52	greedy_6h	80000	223.0	36.06908256945425	2.7637848910466225	28.857148999013305	34.25355341131176	36.046422961339466	38.014263096556824	44.86356769478453	0.20468260057586576	0.03689297918306058	0.12991573175585447	0.17996795582084535	0.19822709172950428	0.22688203830331705	0.4185210965841779
53	greedy_6h	90000	223.0	35.66809596436782	3.091596524249093	29.07029577096002	33.55412314204822	35.52296811623457	37.597968175452955	46.938629865973695	0.19912115617143672	0.03634441380524922	0.11149261385668004	0.17535299662018555	0.1962625698067788	0.22204554993487777	0.3310163934426229
54	greedy_6h	100000	223.0	35.183705361535665	2.897333918505386	28.144985996083822	33.15843147357497	35.005485972079676	37.02978133780283	44.22533079327271	0.1980089810280536	0.03810775749195097	0.12444922507517923	0.17114824550564625	0.19250076903788835	0.21891411085375695	0.4067950581395349
55	greedy_6h	110000	223.0	35.04415401808334	2.8378422786914514	27.813724808451862	33.04374681795527	34.98288556729739	36.96982729369884	44.05795338055325	0.19594652073802526	0.035610128109987156	0.1244381848843511	0.17172112987494054	0.1944614454426201	0.21765914142352294	0.3095917836819373
56	greedy_6h	120000	223.0	35.00816519512275	3.0194076747238046	27.295450953168167	32.93276550177239	34.58548437504643	37.02862520933047	44.936571699537616	0.19363951443189586	0.036597480785758606	0.12310702690166976	0.16876998255316572	0.18908633622114737	0.21481164481276804	0.336088258251588
57	greedy_6h	130000	223.0	35.6928478264792	2.9470969083122847	28.237929536692945	33.55030579929546	35.4995661141825	37.41828387289793	48.06923095473922	0.20019540832987545	0.038312047942406564	0.11611949251376484	0.1732689382158436	0.19499487303326135	0.22441809627760176	0.36791666666666667
58	greedy_6h	140000	223.0	34.80982840925289	2.973218699760743	26.773481970903493	32.72045550498833	34.666120113200435	36.58996551903715	43.73866731131934	0.19057284287366907	0.03828332121828203	0.10142304721086233	0.16226737673378155	0.18782218717948254	0.21434296797739288	0.3663611801909675
59	greedy_6h	150000	223.0	34.64508823218492	2.9647080239691825	26.696393915880616	32.63582854813039	34.59375205118035	36.53489000116577	43.736859835500155	0.19116924843623523	0.03927767822890576	0.09988677917684378	0.16442067534135024	0.18741003945829302	0.21098278331777987	0.39135256553341385
60	kld_6h	10000	223.0	50.61746227591259	2.7520188341819467	43.307008490982874	48.63264995556041	50.41426858798044	52.522186079479184	59.061427955374675	0.7054892193595406	0.09553626348718967	0.3605920511335466	0.6662228004052404	0.7354232937134344	0.7636621755199957	0.8801326889999053
61	kld_6h	20000	223.0	53.35264910493935	2.634137461662501	45.63072081016522	51.90165444904537	53.508040844765354	55.15803553817719	59.822092886583846	0.4708116591394918	0.12152767229061358	0.2814458013479636	0.37294668246112783	0.45413420031057616	0.5507907809848871	0.8307422510803879
62	kld_6h	30000	223.0	45.514178708923	2.666454128463729	35.68891416030164	43.944362883661924	45.64584526268768	47.31290985082982	54.8627353849275	0.29932159073633735	0.036144387271026125	0.20500106712540353	0.2786628508240089	0.2978940733309811	0.31936924363464914	0.4694176539175885
63	kld_6h	40000	223.0	39.792219819893894	2.767617010305737	31.298412159651694	38.15385830905244	39.83136927890612	41.58584623815497	46.24715419670364	0.2503038300110674	0.03063475256521389	0.16138705231920192	0.23185312992792884	0.24800888018961723	0.2725075704606558	0.31615805739119046
64	kld_6h	50000	223.0	37.9351218032904	2.529762424190444	29.6643067018468	36.36969066349779	37.92152504650733	39.77091895418768	45.50940925816167	0.22928273270776908	0.03260648315738603	0.16694480148558236	0.2058715926008674	0.22665954012869685	0.24998285494018962	0.37246504669039887
65	kld_6h	60000	223.0	36.27960296633722	2.7289461243995476	28.931535212495607	34.534895276065754	36.28109428443506	38.06654817523118	46.02868031228896	0.2150059229727066	0.03588605948983884	0.13101223314248348	0.1879775407436491	0.2141165250444894	0.24036970206685984	0.331113148681391
66	kld_6h	70000	223.0	35.837547357428214	2.735273139678146	28.598420013366535	34.11190119332129	35.72655866363987	37.777429801050765	44.52824544555329	0.2088767392475512	0.035035113055474326	0.13687011208566024	0.1858558291485875	0.2064562305744924	0.22919686207914475	0.3084941939890711
67	kld_6h	80000	223.0	35.62223266880883	2.9569817308771498	26.55909739147857	33.84780497447315	35.63978471681221	37.29213271956933	44.77555861532074	0.20356566022947586	0.03668872714673629	0.12929535133349843	0.17613173389314338	0.20178356512021656	0.22478089053714875	0.3431797614150556
68	kld_6h	90000	223.0	35.04275914234471	2.657797549785985	28.01323550959798	33.4566302359015	34.984807910741104	36.74381013884256	45.68357177595177	0.19674894929191994	0.03550841364635474	0.10534421237134396	0.17067028695618766	0.19451191247151278	0.21892530067339527	0.34528165374677006
69	kld_6h	100000	223.0	34.87349574552885	2.674269893961167	26.804763374061718	33.19601223519808	34.851765193985706	36.57087927600526	43.70036679689125	0.19657083297764455	0.032883888081560876	0.12717575545228446	0.17312799397574014	0.19379174342867259	0.2184538832269725	0.3371725126710598
70	kld_6h	110000	223.0	35.093534162207895	2.747601874152799	28.02439928668711	33.27614128447024	34.97935009537341	36.84632214369651	43.91618514222088	0.19684113130745284	0.03544288988984161	0.12870871585886712	0.1712975788550698	0.19545188972813232	0.21691710317545804	0.33606085161205246
71	kld_6h	120000	223.0	34.62934601483213	2.656007855644431	27.876735491160833	32.97089129364596	34.65524763782852	36.35228550484376	43.73942937310063	0.19539979840278104	0.03589677249900201	0.11832997252598743	0.17079553550423093	0.19406440146550152	0.21595611826833494	0.34574076108519264
72	kld_6h	130000	223.0	34.60147117265661	2.673653009908577	26.97184858049657	32.9186318211533	34.5618432943995	36.14176760918304	43.13429852612685	0.19414591606316683	0.03596897746228393	0.1135311911998842	0.16874803424976592	0.19219192029314922	0.21734564200061005	0.3316384678607289
73	kld_6h	140000	223.0	34.487307107119435	2.717156873248955	27.49786302534757	32.65600350312546	34.18787642124585	36.17999123549471	43.678577373554305	0.19228279241878343	0.03369377642557813	0.09572373931981903	0.16868320760474653	0.19104665324197392	0.21369408705250487	0.32129212379977373
74	kld_6h	150000	223.0	34.38875327948508	2.6805206651537263	27.580511372468717	32.7344812741953	34.39535871491777	36.029123187950375	43.1429841407432	0.19274803679968378	0.03523599005904551	0.12043152476913006	0.17047127577187415	0.19088437479277645	0.21467285075066972	0.3337835988568561
